STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,EDUCATION_LEV,Education level,MEASURE,Measure,EDUCATION_TYPE,Education type,INTENSITY,Intensity,EDUCATION_FIELD,Field of education,GRADE,Grade,FREQ,Frequency of observation,ORIGIN,Origin,DESTINATION,Destination,INST_TYPE_EDU,Type of educational institution,MOBILITY,Mobility,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TIME_PERIOD,Time period,OBS_VALUE,Observation value,REF_YEAR_AGES,Reference date for ages,ORIGIN_CRITERION,Origin criterion,REPYEARSTART,Reference year start,REPYEAREND,Reference year end,OBS_STATUS,Observation status,CONF_STATUS,Confidentiality status,COMMENT_OBS,Observation comment,DECIMALS,Decimals,TIME_PER_COLLECT,Time period collection,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,PER,Peru,ISCED11_3,Upper secondary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_IND,Independent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,23.3333948243859,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,EU25,European Union (25 countries),ISCED11_6,Bachelor’s or equivalent level,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_GOV,Government dependent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,9.81026252111272,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,EU25,European Union (25 countries),ISCED11_6,Bachelor’s or equivalent level,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_IND,Independent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,13.6043255867427,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,PER,Peru,ISCED11_1,Primary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV,Private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,28.7923082175278,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,PER,Peru,ISCED11_5,Short-cycle tertiary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PUB,Public educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,2.29865486122935,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,PER,Peru,ISCED11_02,Pre-primary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PUB,Public educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,76.3543681345693,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,PER,Peru,ISCED11_2,Lower secondary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV,Private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,29.3527784481281,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,PER,Peru,ISCED11_3,Upper secondary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV,Private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,27.6450595892222,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,PER,Peru,ISCED11_01,Early childhood educational development,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PUB,Public educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,90.331627430911,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,PER,Peru,ISCED11_01,Early childhood educational development,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_GOV,Government dependent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,1.13101330603889,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,PER,Peru,ISCED11_02,Pre-primary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_IND,Independent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,21.9508739444787,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,PER,Peru,ISCED11_3,Upper secondary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_GOV,Government dependent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,4.31166476483625,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,PER,Peru,ISCED11_0,Early childhood education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_IND,Independent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,21.1956123956221,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,PER,Peru,ISCED11_2,Lower secondary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_IND,Independent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,24.8111717322753,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,PER,Peru,ISCED11_1,Primary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_IND,Independent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,25.6067837030189,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,PER,Peru,ISCED11_7,Master’s or equivalent level,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PUB,Public educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,11.3139313840862,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,PER,Peru,ISCED11_1,Primary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_GOV,Government dependent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,3.18552451450894,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,PER,Peru,ISCED11_5,Short-cycle tertiary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_IND,Independent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,97.7013451387706,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,PER,Peru,ISCED11_0,Early childhood education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PUB,Public educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,77.1413718957492,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,PER,Peru,ISCED11_0,Early childhood education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV,Private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,22.8586281042508,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,PER,Peru,ISCED11_6,Bachelor’s or equivalent level,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV,Private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,72.4266023761757,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,PER,Peru,ISCED11_01,Early childhood educational development,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_IND,Independent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,8.53735926305015,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,PER,Peru,ISCED11_5,Short-cycle tertiary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_GOV,Government dependent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,0,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,PER,Peru,ISCED11_6,Bachelor’s or equivalent level,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_GOV,Government dependent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,0.15080175910306,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,PER,Peru,ISCED11_1,Primary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PUB,Public educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,71.2076917824722,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,PER,Peru,ISCED11_6,Bachelor’s or equivalent level,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PUB,Public educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,27.5733976238243,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,PER,Peru,ISCED11_7,Master’s or equivalent level,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV,Private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,88.6860686159138,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,PER,Peru,ISCED11_02,Pre-primary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_GOV,Government dependent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,1.69475792095201,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,HRV,Croatia,ISCED11_3,Upper secondary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_IND,Independent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,4.36825430918756,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,HRV,Croatia,ISCED11_8,Doctoral or equivalent level,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_IND,Independent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,2.07357859531773,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,HRV,Croatia,ISCED11_3,Upper secondary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PUB,Public educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,95.6317456908124,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,HRV,Croatia,ISCED11_02,Pre-primary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_IND,Independent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,18.3150150365173,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,HRV,Croatia,ISCED11_01,Early childhood educational development,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_IND,Independent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,19.3181818181818,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,HRV,Croatia,ISCED11_2,Lower secondary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PUB,Public educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,98.9289772407664,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,HRV,Croatia,ISCED11_01,Early childhood educational development,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV,Private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,19.3181818181818,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,HRV,Croatia,ISCED11_5,Short-cycle tertiary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV,Private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,0,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
